ACCIDENT_NO,ATMOSPH_COND_DESC,ATMOSPH_INDEX
T20120002602,Clear,1.0
T20120002606,Clear,1.0
T20120002608,Clear,1.0
T20120002615,Clear,1.0
T20120002618,Clear,1.0
T20120002623,Clear,1.0
T20120002624,Clear,1.0
T20120002629,Raining,3.0
T20120002631,Clear,1.0
T20120002632,Clear,1.0
T20120002638,Clear,1.0
T20120002644,Clear,1.0
T20120002649,Clear,1.0
T20120002651,Clear,1.0
T20120002655,Clear,1.0
T20120002658,Clear,1.0
T20120002660,Clear,1.0
T20120002661,Clear,1.0
T20120002662,Clear,1.0
T20120002663,Clear,1.0
T20120002664,Clear,1.0
T20120002667,Clear,1.0
T20120002668,Clear,1.0
T20120002670,Clear,1.0
T20120002671,Clear,1.0
T20120002672,Clear,1.0
T20120002674,Clear,1.0
T20120002675,Clear,1.0
T20120002676,Clear,1.0
T20120002677,Clear,1.0
T20120002678,Clear,1.0
T20120002680,Clear,1.0
T20120002684,Clear,1.0
T20120002686,Clear,1.0
T20120002688,Clear,1.0
T20120002689,Clear,1.0
T20120002690,Clear,1.0
T20120002694,Clear,1.0
T20120002697,Clear,1.0
T20120002698,Clear,1.0
T20120002701,Clear,1.0
T20120002703,Clear,1.0
T20120002709,Clear,1.0
T20120002712,Clear,1.0
T20120002717,Clear,1.0
T20120002720,Clear,1.0
T20120002723,Clear,1.0
T20120002724,Clear,1.0
T20120002726,Clear,1.0
T20120002732,Clear,1.0
T20120002735,Clear,1.0
T20120002737,Clear,1.0
T20120002738,Clear,1.0
T20120002739,Clear,1.0
T20120002742,Clear,1.0
T20120002743,Clear,1.0
T20120002746,"Clear, Strong winds",1.67
T20120002748,"Clear, Strong winds",1.67
T20120002749,Clear,1.0
T20120002750,Clear,1.0
T20120002751,Raining,3.0
T20120002754,Clear,1.0
T20120002759,Strong winds,2.0
T20120002761,Raining,3.0
T20120002763,"Clear, Strong winds",1.67
T20120002766,"Raining, Strong winds",2.33
T20120002767,Clear,1.0
T20120002772,"Raining, Strong winds",2.33
T20120002773,Raining,3.0
T20120002776,Clear,1.0
T20120002777,"Dust, Strong winds",2.67
T20120002778,Raining,3.0
T20120002779,Strong winds,2.0
T20120002782,Clear,1.0
T20120002784,"Raining, Strong winds",2.33
T20120002787,Clear,1.0
T20120002791,Clear,1.0
T20120002794,Clear,1.0
T20120002799,Clear,1.0
T20120002805,"Clear, Strong winds",1.67
T20120002809,Clear,1.0
T20120002810,Clear,1.0
T20120002811,Strong winds,2.0
T20120002812,Raining,3.0
T20120002815,Clear,1.0
T20120002816,Clear,1.0
T20120002818,Clear,1.0
T20120002824,Clear,1.0
T20120002825,Clear,1.0
T20120002826,Clear,1.0
T20120002827,Clear,1.0
T20120002828,Clear,1.0
T20120002829,Clear,1.0
T20120002831,Clear,1.0
T20120002835,Clear,1.0
T20120002838,Clear,1.0
T20120002839,Clear,1.0
T20120002841,Clear,1.0
T20120002843,Dust,4.0
T20120002845,Clear,1.0
T20120002846,Clear,1.0
T20120002847,Clear,1.0
T20120002852,Clear,1.0
T20120002854,Clear,1.0
T20120002855,Clear,1.0
T20120002856,Clear,1.0
T20120002858,Clear,1.0
T20120002862,Clear,1.0
T20120002863,Clear,1.0
T20120002864,Clear,1.0
T20120002865,Clear,1.0
T20120002866,Clear,1.0
T20120002867,Clear,1.0
T20120002869,Clear,1.0
T20120002872,Clear,1.0
T20120002874,Clear,1.0
T20120002877,Clear,1.0
T20120002880,Clear,1.0
T20120002884,Clear,1.0
T20120002886,Clear,1.0
T20120002887,Clear,1.0
T20120002888,Clear,1.0
T20120002889,Clear,1.0
T20120002890,Clear,1.0
T20120002891,Clear,1.0
T20120002894,Clear,1.0
T20120002899,Clear,1.0
T20120002900,Clear,1.0
T20120002901,Clear,1.0
T20120002903,Clear,1.0
T20120002906,Clear,1.0
T20120002907,Clear,1.0
T20120002908,Clear,1.0
T20120002911,Clear,1.0
T20120002912,Clear,1.0
T20120002914,Clear,1.0
T20120002917,Clear,1.0
T20120002918,Clear,1.0
T20120002920,"Clear, Strong winds",1.67
T20120002921,Clear,1.0
T20120002922,Clear,1.0
T20120002923,Clear,1.0
T20120002926,Clear,1.0
T20120002927,Clear,1.0
T20120002932,Clear,1.0
T20120002937,Clear,1.0
T20120002938,Clear,1.0
T20120002939,Clear,1.0
T20120002940,Clear,1.0
T20120002941,Clear,1.0
T20120002952,Clear,1.0
T20120002953,Clear,1.0
T20120002955,Clear,1.0
T20120002958,Clear,1.0
T20120002959,Clear,1.0
T20120002960,Clear,1.0
T20120002961,Clear,1.0
T20120002965,Clear,1.0
T20120002966,"Clear, Strong winds",1.67
T20120002968,Clear,1.0
T20120002969,Clear,1.0
T20120002970,Clear,1.0
T20120002972,Clear,1.0
T20120002976,Clear,1.0
T20120002977,Clear,1.0
T20120002978,Clear,1.0
T20120002979,Raining,3.0
T20120002980,Clear,1.0
T20120002982,Clear,1.0
T20120002986,Clear,1.0
T20120002987,Clear,1.0
T20120002988,Clear,1.0
T20120002993,Clear,1.0
T20120002997,Clear,1.0
T20120002998,Clear,1.0
T20120002999,Clear,1.0
T20120003001,Clear,1.0
T20120003003,Clear,1.0
T20120003004,Clear,1.0
T20120003007,Clear,1.0
T20120003008,Clear,1.0
T20120003009,Clear,1.0
T20120003012,Clear,1.0
T20120003019,Clear,1.0
T20120003024,Clear,1.0
T20120003026,Clear,1.0
T20120003030,Clear,1.0
T20120003031,Clear,1.0
T20120003035,Clear,1.0
T20120003037,Clear,1.0
T20120003040,Clear,1.0
T20120003041,Clear,1.0
T20120003044,Clear,1.0
T20120003046,Clear,1.0
T20120003053,Clear,1.0
T20120003055,Clear,1.0
T20120003056,Clear,1.0
T20120003062,Clear,1.0
T20120003063,Clear,1.0
T20120003066,Clear,1.0
T20120003067,Clear,1.0
T20120003069,Clear,1.0
T20120003070,Clear,1.0
T20120003071,Clear,1.0
T20120003072,Clear,1.0
T20120003076,Clear,1.0
T20120003077,Clear,1.0
T20120003081,Clear,1.0
T20120003083,Clear,1.0
T20120003088,Clear,1.0
T20120003092,Clear,1.0
T20120003095,Clear,1.0
T20120003097,Clear,1.0
T20120003099,Clear,1.0
T20120003100,Clear,1.0
T20120003103,Clear,1.0
T20120003105,Clear,1.0
T20120003106,Clear,1.0
T20120003107,Clear,1.0
T20120003108,Clear,1.0
T20120003110,Clear,1.0
T20120003113,Clear,1.0
T20120003115,Clear,1.0
T20120003124,Clear,1.0
T20120003126,Clear,1.0
T20120003131,Clear,1.0
T20120003132,Clear,1.0
T20120003135,Clear,1.0
T20120003139,Clear,1.0
T20120003141,Clear,1.0
T20120003142,Clear,1.0
T20120003143,Clear,1.0
T20120003147,Clear,1.0
T20120003152,Clear,1.0
T20120003154,Clear,1.0
T20120003156,Clear,1.0
T20120003157,Clear,1.0
T20120003158,Clear,1.0
T20120003163,Raining,3.0
T20120003165,Clear,1.0
T20120003169,Clear,1.0
T20120003170,Clear,1.0
T20120003171,Raining,3.0
T20120003172,Clear,1.0
T20120003174,Clear,1.0
T20120003175,Clear,1.0
T20120003176,Clear,1.0
T20120003177,Clear,1.0
T20120003179,Clear,1.0
T20120003181,Clear,1.0
T20120003186,Clear,1.0
T20120003187,Clear,1.0
T20120003188,Clear,1.0
T20120003194,Clear,1.0
T20120003197,Clear,1.0
T20120003202,Clear,1.0
T20120003205,Clear,1.0
T20120003206,Clear,1.0
T20120003208,Clear,1.0
T20120003210,Clear,1.0
T20120003211,Clear,1.0
T20120003216,Clear,1.0
T20120003219,Clear,1.0
T20120003223,Clear,1.0
T20120003225,Clear,1.0
T20120003232,Clear,1.0
T20120003233,Clear,1.0
T20120003242,Clear,1.0
T20120003244,Clear,1.0
T20120003245,Clear,1.0
T20120003252,Clear,1.0
T20120003253,Clear,1.0
T20120003254,Clear,1.0
T20120003256,Clear,1.0
T20120003257,Clear,1.0
T20120003258,Clear,1.0
T20120003259,Clear,1.0
T20120003263,Raining,3.0
T20120003266,Clear,1.0
T20120003267,Clear,1.0
T20120003270,Clear,1.0
T20120003271,Clear,1.0
T20120003275,Clear,1.0
T20120003276,Clear,1.0
T20120003277,Clear,1.0
T20120003279,Raining,3.0
T20120003280,Raining,3.0
T20120003283,Clear,1.0
T20120003285,Raining,3.0
T20120003292,Clear,1.0
T20120003295,Clear,1.0
T20120003297,Clear,1.0
T20120003299,Raining,3.0
T20120003301,Clear,1.0
T20120003303,Clear,1.0
T20120003304,Clear,1.0
T20120003305,Clear,1.0
T20120003306,Raining,3.0
T20120003308,Clear,1.0
T20120003312,Clear,1.0
T20120003313,Clear,1.0
T20120003314,Clear,1.0
T20120003317,Clear,1.0
T20120003326,Raining,3.0
T20120003327,Clear,1.0
T20120003328,Raining,3.0
T20120003334,Clear,1.0
T20120003335,Clear,1.0
T20120003336,Clear,1.0
T20120003337,Clear,1.0
T20120003338,Clear,1.0
T20120003343,Clear,1.0
T20120003345,Clear,1.0
T20120003346,Raining,3.0
T20120003349,Raining,3.0
T20120003350,Clear,1.0
T20120003352,Raining,3.0
T20120003357,Clear,1.0
T20120003360,Clear,1.0
T20120003361,Clear,1.0
T20120003362,Clear,1.0
T20120003363,Clear,1.0
T20120003369,Clear,1.0
T20120003371,Clear,1.0
T20120003372,Clear,1.0
T20120003374,Clear,1.0
T20120003375,Clear,1.0
T20120003380,Clear,1.0
T20120003381,Clear,1.0
T20120003384,Clear,1.0
T20120003385,Clear,1.0
T20120003386,Clear,1.0
T20120003387,Clear,1.0
T20120003396,Raining,3.0
T20120003397,Clear,1.0
T20120003398,Clear,1.0
T20120003399,Raining,3.0
T20120003400,Clear,1.0
T20120003402,Clear,1.0
T20120003403,Clear,1.0
T20120003408,Clear,1.0
T20120003409,Clear,1.0
T20120003415,Clear,1.0
T20120003423,Clear,1.0
T20120003424,Raining,3.0
T20120003425,Clear,1.0
T20120003432,Clear,1.0
T20120003434,Clear,1.0
T20120003439,Clear,1.0
T20120003440,"Raining, Strong winds",2.33
T20120003443,Clear,1.0
T20120003445,Clear,1.0
T20120003447,Clear,1.0
T20120003449,Clear,1.0
T20120003450,Clear,1.0
T20120003452,Clear,1.0
T20120003453,Clear,1.0
T20120003464,Clear,1.0
T20120003467,Clear,1.0
T20120003468,Clear,1.0
T20120003469,Clear,1.0
T20120003471,Clear,1.0
T20120003475,Clear,1.0
T20120003476,Raining,3.0
T20120003478,Clear,1.0
T20120003482,Clear,1.0
T20120003485,Clear,1.0
T20120003486,Clear,1.0
T20120003487,Raining,3.0
T20120003490,Clear,1.0
T20120003493,Clear,1.0
T20120003494,Clear,1.0
T20120003496,Clear,1.0
T20120003499,Clear,1.0
T20120003500,Clear,1.0
T20120003503,Clear,1.0
T20120003510,Clear,1.0
T20120003511,Clear,1.0
T20120003512,Clear,1.0
T20120003513,Clear,1.0
T20120003516,Clear,1.0
T20120003521,Clear,1.0
T20120003528,Clear,1.0
T20120003529,Clear,1.0
T20120003531,Clear,1.0
T20120003538,Clear,1.0
T20120003540,Clear,1.0
T20120003542,Clear,1.0
T20120003543,Clear,1.0
T20120003544,Clear,1.0
T20120003546,Clear,1.0
T20120003548,Clear,1.0
T20120003549,Clear,1.0
T20120003550,Clear,1.0
T20120003553,Clear,1.0
T20120003556,Clear,1.0
T20120003559,Clear,1.0
T20120003560,Clear,1.0
T20120003561,Clear,1.0
T20120003563,Clear,1.0
T20120003564,Clear,1.0
T20120003566,Clear,1.0
T20120003567,Clear,1.0
T20120003569,Clear,1.0
T20120003571,Clear,1.0
T20120003573,Clear,1.0
T20120003575,Clear,1.0
T20120003577,Clear,1.0
T20120003579,Clear,1.0
T20120003580,Clear,1.0
T20120003581,Clear,1.0
T20120003583,Clear,1.0
T20120003584,Clear,1.0
T20120003585,Clear,1.0
T20120003587,Clear,1.0
T20120003592,Clear,1.0
T20120003593,Clear,1.0
T20120003595,Clear,1.0
T20120003599,Clear,1.0
T20120003600,Clear,1.0
T20120003601,Clear,1.0
T20120003603,Clear,1.0
T20120003609,Clear,1.0
T20120003611,Clear,1.0
T20120003619,Clear,1.0
T20120003625,Clear,1.0
T20120003626,Clear,1.0
T20120003627,Raining,3.0
T20120003631,Clear,1.0
T20120003632,Clear,1.0
T20120003634,Clear,1.0
T20120003637,Clear,1.0
T20120003639,Raining,3.0
T20120003640,Clear,1.0
T20120003641,Clear,1.0
T20120003642,Clear,1.0
T20120003643,Clear,1.0
T20120003646,Clear,1.0
T20120003650,Clear,1.0
T20120003651,Clear,1.0
T20120003652,Clear,1.0
T20120003653,Clear,1.0
T20120003658,Clear,1.0
T20120003662,Clear,1.0
T20120003664,Clear,1.0
T20120003666,Clear,1.0
T20120003667,Clear,1.0
T20120003673,Raining,3.0
T20120003677,Clear,1.0
T20120003679,Clear,1.0
T20120003681,Clear,1.0
T20120003682,Clear,1.0
T20120003683,Clear,1.0
T20120003684,Clear,1.0
T20120003686,Clear,1.0
T20120003687,Clear,1.0
T20120003690,Clear,1.0
T20120003692,Clear,1.0
T20120003698,Clear,1.0
T20120003700,Clear,1.0
T20120003701,Clear,1.0
T20120003704,Clear,1.0
T20120003705,Clear,1.0
T20120003710,Clear,1.0
T20120003712,Clear,1.0
T20120003716,Clear,1.0
T20120003717,Clear,1.0
T20120003718,Clear,1.0
T20120003723,Clear,1.0
T20120003724,Clear,1.0
T20120003725,Clear,1.0
T20120003727,Clear,1.0
T20120003730,Clear,1.0
T20120003731,Raining,3.0
T20120003732,Raining,3.0
T20120003733,Clear,1.0
T20120003737,Raining,3.0
T20120003738,Raining,3.0
T20120003739,Clear,1.0
T20120003740,Raining,3.0
T20120003742,Raining,3.0
T20120003743,Clear,1.0
T20120003746,Raining,3.0
T20120003747,Raining,3.0
T20120003750,Clear,1.0
T20120003753,Clear,1.0
T20120003757,Raining,3.0
T20120003758,Clear,1.0
T20120003759,Clear,1.0
T20120003760,Raining,3.0
T20120003765,Raining,3.0
T20120003766,"Fog, Raining",4.0
T20120003768,Clear,1.0
T20120003771,Clear,1.0
T20120003772,Raining,3.0
T20120003780,Clear,1.0
T20120003781,Clear,1.0
T20120003783,Clear,1.0
T20120003785,Clear,1.0
T20120003796,Clear,1.0
T20120003798,Clear,1.0
T20120003799,Clear,1.0
T20120003800,Clear,1.0
T20120003801,Clear,1.0
T20120003802,Clear,1.0
T20120003803,Clear,1.0
T20120003808,Raining,3.0
T20120003810,Raining,3.0
T20120003814,Clear,1.0
T20120003816,Clear,1.0
T20120003819,Clear,1.0
T20120003820,Clear,1.0
T20120003822,Clear,1.0
T20120003823,Clear,1.0
T20120003825,Raining,3.0
T20120003826,Clear,1.0
T20120003827,Clear,1.0
T20120003832,Clear,1.0
T20120003835,Clear,1.0
T20120003836,Clear,1.0
T20120003839,Clear,1.0
T20120003840,Clear,1.0
T20120003842,Clear,1.0
T20120003844,Clear,1.0
T20120003845,Clear,1.0
T20120003846,Clear,1.0
T20120003850,Clear,1.0
T20120003852,Clear,1.0
T20120003853,Clear,1.0
T20120003854,Clear,1.0
T20120003855,Clear,1.0
T20120003861,Clear,1.0
T20120003863,Clear,1.0
T20120003864,Clear,1.0
T20120003867,Clear,1.0
T20120003869,Clear,1.0
T20120003875,Clear,1.0
T20120003876,Clear,1.0
T20120003883,Clear,1.0
T20120003884,Clear,1.0
T20120003885,Clear,1.0
T20120003887,Clear,1.0
T20120003889,Clear,1.0
T20120003893,Clear,1.0
T20120003896,Clear,1.0
T20120003898,Clear,1.0
T20120003901,Clear,1.0
T20120003902,Clear,1.0
T20120003904,Clear,1.0
T20120003910,Clear,1.0
T20120003915,Clear,1.0
T20120003918,Clear,1.0
T20120003919,Clear,1.0
T20120003920,Clear,1.0
T20120003921,Clear,1.0
T20120003925,Clear,1.0
T20120003926,Clear,1.0
T20120003928,Clear,1.0
T20120003930,Clear,1.0
T20120003931,Clear,1.0
T20120003934,Clear,1.0
T20120003938,Clear,1.0
T20120003941,Clear,1.0
T20120003942,Clear,1.0
T20120003944,Clear,1.0
T20120003948,Clear,1.0
T20120003950,Clear,1.0
T20120003955,Clear,1.0
T20120003957,Clear,1.0
T20120003958,Clear,1.0
T20120003961,Clear,1.0
T20120003962,Clear,1.0
T20120003963,Clear,1.0
T20120003964,Clear,1.0
T20120003969,Clear,1.0
T20120003972,Clear,1.0
T20120003976,Clear,1.0
T20120003981,Clear,1.0
T20120003982,Clear,1.0
T20120003983,Clear,1.0
T20120003987,Clear,1.0
T20120003989,Clear,1.0
T20120003991,Fog,6.0
T20120003992,Clear,1.0
T20120003993,Clear,1.0
T20120003997,Clear,1.0
T20120003998,Raining,3.0
T20120003999,Clear,1.0
T20120004000,Clear,1.0
T20120004001,Clear,1.0
T20120004002,Clear,1.0
T20120004005,Clear,1.0
T20120004011,Clear,1.0
T20120004014,Clear,1.0
T20120004015,Clear,1.0
T20120004018,Clear,1.0
T20120004023,Clear,1.0
T20120004025,Clear,1.0
T20120004026,Clear,1.0
T20120004028,Clear,1.0
T20120004033,Clear,1.0
T20120004039,Clear,1.0
T20120004040,Clear,1.0
T20120004041,Clear,1.0
T20120004042,Clear,1.0
T20120004044,Clear,1.0
T20120004045,Clear,1.0
T20120004047,Clear,1.0
T20120004050,Clear,1.0
T20120004057,Raining,3.0
T20120004058,Clear,1.0
T20120004060,Clear,1.0
T20120004063,Clear,1.0
T20120004072,Clear,1.0
T20120004075,Clear,1.0
T20120004080,Clear,1.0
T20120004081,Raining,3.0
T20120004083,Clear,1.0
T20120004086,Raining,3.0
T20120004088,Clear,1.0
T20120004089,Clear,1.0
T20120004093,Clear,1.0
T20120004095,Clear,1.0
T20120004102,Clear,1.0
T20120004104,Clear,1.0
T20120004107,Clear,1.0
T20120004108,Raining,3.0
T20120004112,Clear,1.0
T20120004113,Clear,1.0
T20120004119,Clear,1.0
T20120004126,Clear,1.0
T20120004127,Clear,1.0
T20120004131,Clear,1.0
T20120004134,Clear,1.0
T20120004135,Clear,1.0
T20120004139,Raining,3.0
T20120004141,Clear,1.0
T20120004147,Clear,1.0
T20120004149,Clear,1.0
T20120004153,Clear,1.0
T20120004164,Clear,1.0
T20120004165,Clear,1.0
T20120004168,Clear,1.0
T20120004175,Clear,1.0
T20120004178,Raining,3.0
T20120004179,Clear,1.0
T20120004181,Clear,1.0
T20120004187,Clear,1.0
T20120004190,Clear,1.0
T20120004197,Clear,1.0
T20120004198,Clear,1.0
T20120004199,Clear,1.0
T20120004200,Clear,1.0
T20120004201,Clear,1.0
T20120004203,Clear,1.0
T20120004204,Clear,1.0
T20120004205,Clear,1.0
T20120004206,Clear,1.0
T20120004207,Clear,1.0
T20120004208,Clear,1.0
T20120004209,Clear,1.0
T20120004213,Clear,1.0
T20120004215,Clear,1.0
T20120004217,Clear,1.0
T20120004222,Clear,1.0
T20120004224,Clear,1.0
T20120004225,Clear,1.0
T20120004226,Clear,1.0
T20120004227,Clear,1.0
T20120004235,Clear,1.0
T20120004237,Clear,1.0
T20120004240,Raining,3.0
T20120004243,Clear,1.0
T20120004244,Clear,1.0
T20120004247,Clear,1.0
T20120004248,Clear,1.0
T20120004249,Clear,1.0
T20120004250,Clear,1.0
T20120004252,Clear,1.0
T20120004255,Clear,1.0
T20120004256,Clear,1.0
T20120004260,Clear,1.0
T20120004263,Clear,1.0
T20120004265,Clear,1.0
T20120004272,Clear,1.0
T20120004273,Clear,1.0
T20120004274,Clear,1.0
T20120004275,Raining,3.0
T20120004280,Clear,1.0
T20120004281,Clear,1.0
T20120004282,Clear,1.0
T20120004283,Clear,1.0
T20120004284,Clear,1.0
T20120004285,Clear,1.0
T20120004288,Clear,1.0
T20120004289,Clear,1.0
T20120004295,Clear,1.0
T20120004299,Clear,1.0
T20120004300,Clear,1.0
T20120004301,Clear,1.0
T20120004302,Clear,1.0
T20120004303,Clear,1.0
T20120004305,Clear,1.0
T20120004309,Clear,1.0
T20120004311,Clear,1.0
T20120004314,Clear,1.0
T20120004316,Clear,1.0
T20120004318,Clear,1.0
T20120004320,Clear,1.0
T20120004324,Clear,1.0
T20120004326,Clear,1.0
T20120004327,Clear,1.0
T20120004330,Clear,1.0
T20120004331,Clear,1.0
T20120004337,Clear,1.0
T20120004340,Clear,1.0
T20120004342,Clear,1.0
T20120004343,Clear,1.0
T20120004345,Clear,1.0
T20120004346,Clear,1.0
T20120004349,Clear,1.0
T20120004350,Clear,1.0
T20120004353,Clear,1.0
T20120004357,Fog,6.0
T20120004358,Clear,1.0
T20120004363,Clear,1.0
T20120004364,Clear,1.0
T20120004365,Clear,1.0
T20120004366,Clear,1.0
T20120004368,Clear,1.0
T20120004371,Clear,1.0
T20120004373,Clear,1.0
T20120004374,Clear,1.0
T20120004375,Clear,1.0
T20120004380,Clear,1.0
T20120004382,Clear,1.0
T20120004388,Clear,1.0
T20120004393,Clear,1.0
T20120004394,Clear,1.0
T20120004395,Clear,1.0
T20120004398,Clear,1.0
T20120004399,Clear,1.0
T20120004400,Clear,1.0
T20120004401,Clear,1.0
T20120004405,Clear,1.0
T20120004407,Raining,3.0
T20120004408,Clear,1.0
T20120004409,Clear,1.0
T20120004412,Clear,1.0
T20120004416,Clear,1.0
T20120004417,Clear,1.0
T20120004418,Clear,1.0
T20120004420,Clear,1.0
T20120004422,Clear,1.0
T20120004424,Clear,1.0
T20120004427,Clear,1.0
T20120004428,Clear,1.0
T20120004431,Clear,1.0
T20120004432,Clear,1.0
T20120004436,Clear,1.0
T20120004437,Clear,1.0
T20120004440,Clear,1.0
T20120004441,Clear,1.0
T20120004442,Clear,1.0
T20120004445,Clear,1.0
T20120004446,Clear,1.0
T20120004447,Clear,1.0
T20120004448,Clear,1.0
T20120004449,Clear,1.0
T20120004450,Clear,1.0
T20120004456,Clear,1.0
T20120004458,Clear,1.0
T20120004459,Clear,1.0
T20120004460,Clear,1.0
T20120004461,Clear,1.0
T20120004462,Clear,1.0
T20120004464,Clear,1.0
T20120004467,Clear,1.0
T20120004470,Clear,1.0
T20120004472,Clear,1.0
T20120004473,Clear,1.0
T20120004475,Clear,1.0
T20120004476,Clear,1.0
T20120004478,Clear,1.0
T20120004481,Clear,1.0
T20120004484,Clear,1.0
T20120004485,Clear,1.0
T20120004486,Clear,1.0
T20120004487,Clear,1.0
T20120004488,Clear,1.0
T20120004490,Clear,1.0
T20120004493,Clear,1.0
T20120004494,Clear,1.0
T20120004495,Clear,1.0
T20120004496,Clear,1.0
T20120004498,Clear,1.0
T20120004499,Clear,1.0
T20120004503,Clear,1.0
T20120004504,Clear,1.0
T20120004506,Clear,1.0
T20120004508,Clear,1.0
T20120004510,Clear,1.0
T20120004511,Clear,1.0
T20120004514,Clear,1.0
T20120004516,Clear,1.0
T20120004519,Clear,1.0
T20120004522,Clear,1.0
T20120004524,Clear,1.0
T20120004529,Clear,1.0
T20120004530,Clear,1.0
T20120004531,Clear,1.0
T20120004534,Clear,1.0
T20120004535,Clear,1.0
T20120004537,Clear,1.0
T20120004540,Clear,1.0
T20120004542,Clear,1.0
T20120004543,Clear,1.0
T20120004546,Clear,1.0
T20120004547,Clear,1.0
T20120004558,Clear,1.0
T20120004559,Clear,1.0
T20120004560,Clear,1.0
T20120004564,Clear,1.0
T20120004565,Clear,1.0
T20120004568,Clear,1.0
T20120004569,Clear,1.0
T20120004570,Clear,1.0
T20120004572,Clear,1.0
T20120004575,Clear,1.0
T20120004576,Clear,1.0
T20120004577,Clear,1.0
T20120004579,Clear,1.0
T20120004580,Clear,1.0
T20120004582,Clear,1.0
T20120004583,Clear,1.0
T20120004585,Clear,1.0
T20120004589,Clear,1.0
T20120004590,Clear,1.0
T20120004591,Clear,1.0
T20120004592,Clear,1.0
T20120004595,Clear,1.0
T20120004599,Clear,1.0
T20120004605,Clear,1.0
T20120004610,Clear,1.0
T20120004613,Clear,1.0
T20120004614,Clear,1.0
T20120004615,Clear,1.0
T20120004619,Clear,1.0
T20120004620,Clear,1.0
T20120004621,Clear,1.0
T20120004622,Clear,1.0
T20120004623,Clear,1.0
T20120004624,Clear,1.0
T20120004626,Clear,1.0
T20120004630,Clear,1.0
T20120004631,Clear,1.0
T20120004632,Clear,1.0
T20120004633,Dust,4.0
T20120004634,Clear,1.0
T20120004636,Clear,1.0
T20120004637,Clear,1.0
T20120004638,Clear,1.0
T20120004639,Clear,1.0
T20120004643,Clear,1.0
T20120004644,Clear,1.0
T20120004646,Clear,1.0
T20120004652,Clear,1.0
T20120004654,Clear,1.0
T20120004655,Clear,1.0
T20120004656,Clear,1.0
T20120004657,Clear,1.0
T20120004658,Clear,1.0
T20120004661,Clear,1.0
T20120004662,"Raining, Strong winds",2.33
T20120004663,Clear,1.0
T20120004668,Raining,3.0
T20120004669,Clear,1.0
T20120004670,Clear,1.0
T20120004671,"Raining, Strong winds",2.33
T20120004672,Raining,3.0
T20120004675,Raining,3.0
T20120004676,Clear,1.0
T20120004677,Raining,3.0
T20120004679,Raining,3.0
T20120004681,Raining,3.0
T20120004683,Clear,1.0
T20120004684,Raining,3.0
T20120004685,Raining,3.0
T20120004691,Clear,1.0
T20120004692,Raining,3.0
T20120004693,Raining,3.0
T20120004694,Clear,1.0
T20120004695,Clear,1.0
T20120004696,Raining,3.0
T20120004697,Raining,3.0
T20120004698,Raining,3.0
T20120004700,Raining,3.0
T20120004701,Clear,1.0
T20120004702,Raining,3.0
T20120004704,Raining,3.0
T20120004707,Clear,1.0
T20120004709,Raining,3.0
T20120004710,Raining,3.0
T20120004713,Raining,3.0
T20120004714,Raining,3.0
T20120004717,Raining,3.0
T20120004718,Raining,3.0
T20120004729,Clear,1.0
T20120004730,Clear,1.0
T20120004731,Clear,1.0
T20120004732,Raining,3.0
T20120004734,Raining,3.0
T20120004738,Raining,3.0
T20120004740,Clear,1.0
T20120004744,Raining,3.0
T20120004746,Raining,3.0
T20120004748,Clear,1.0
T20120004751,Raining,3.0
T20120004752,Raining,3.0
T20120004754,Raining,3.0
T20120004755,Raining,3.0
T20120004759,Clear,1.0
T20120004764,Clear,1.0
T20120004766,Raining,3.0
T20120004767,Clear,1.0
T20120004768,Raining,3.0
T20120004770,Raining,3.0
T20120004773,Raining,3.0
T20120004776,Raining,3.0
